,Name,Gender,DOB,Name Of Area,Pincode,Latitude ,Longitude,Flexibility,Body Composition,Composition Percentage,Interactiveness,Workout Frequency,Workout Mode Preferred,is_sports_enthusiast,like_to_be_mentored,like_to_mentor,fitness_goal_to_be achieved,addons in session,Height_in_cms,Age
150,Rushil Nagpal,Male,1986-05-06,Pune City H.O,411002,18.51377,73.85991,1,Obese,95,4,3 days of week,Both,Maybe,5,2,Lose fat,Both,166,35
151,Naksh Manju,Male,1985-12-16,Ganeshkhind S.O,411007,18.55144,73.82197,1,Fitness,14,3,Monday To Friday,Indoor,Maybe,3,3,Improve athletic skills,Both,167,35
152,Naitee Kumar,Female,1990-06-22,N I B M S.O,411048,18.47298,73.89421,1,Acceptable,32,4,Daily,Outdoor,Maybe,1,2,Improve endurance/conditioning,Yoga,176,30
153,Sneha Uddin,Female,1998-07-30,Narayan Peth S.O,411030,18.51553,73.8523,1,Athletes,21,5,Any Day of Week,Indoor,Maybe,5,4,Build muscle,Yoga,176,22
154,Ira Dutta,Female,1991-03-01,Dhanori B.O,411015,18.5844,73.88738000000002,3,Acceptable,32,5,Monday To Friday,Both,No,3,3,Improve athletic skills,Meditation,175,30
155,Mishka Chaudhary,Female,2003-09-29,Airport S.O (Pune),411032,18.57956,73.88954,1,Fitness,22,5,Monday To Friday,Indoor,Maybe,1,2,Build muscle,Meditation,161,17
156,Pranay Dhawan,Male,2000-08-06,Mohamadwadi S.O,411060,18.47335,73.90957,4,Fitness,14,4,Only Weekends,Indoor,Yes,3,4,All,None,167,20
157,Zara Naran,Female,1995-04-11,Vadgaon Budruk S.O,411041,18.45823,73.81821,5,Fitness,22,5,Monday To Friday,Both,No,2,5,Lose fat,Both,176,26
158,Naitee Chauhan,Female,2000-11-27,Rasta Peth S.O,411011,18.5242,73.8578,1,Essential Fat,14,1,Only Weekends,Outdoor,Yes,1,4,All,None,172,20
159,Yug Nigam,Male,1996-12-21,Pune City H.O,411002,18.51377,73.85991,3,Acceptable,23,5,Any Day of Week,Indoor,Maybe,3,4,Improve athletic skills,Meditation,177,24
160,Ishank Aggarwal,Male,1983-10-19,Kapad Ganj S.O,411002,18.51378,73.86019,3,Acceptable,23,2,3 days of week,Both,Yes,2,5,Improve endurance/conditioning,Yoga,169,37
161,Sadhil Saxena,Male,1988-12-20,Dapodi Bazar S.O,411012,18.57995,73.82783,1,Obese,95,4,3 days of week,Outdoor,Maybe,2,4,Build muscle,Meditation,161,32
162,Pavati Chaudhary,Female,2000-08-31,Khondhwa KH B.O,411048,18.45756,73.89339,5,Obese,40,2,Any Day of Week,Both,Maybe,1,5,Lose fat,None,161,20
163,Ved Manju,Male,2002-10-22,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,1,Obese,95,5,Any Day of Week,Indoor,No,4,5,All,Meditation,173,18
164,Kairav Nigam,Male,2000-01-27,Swargate S.O,411042,18.506970000000006,73.87119,3,Fitness,14,1,Alternate Days,Outdoor,No,5,5,Improve athletic skills,None,175,21
165,Akanksh Raje,Male,1990-10-31,Ex. Serviceman Colony S.O,411038,18.48029,73.79853,2,Acceptable,23,3,Any Day of Week,Outdoor,Maybe,1,2,All,None,166,30
166,Idhant Neela,Male,1996-02-28,N.W. College S.O,411001,18.53446,73.88304000000002,4,Fitness,14,5,Monday To Friday,Both,No,2,3,Build muscle,None,171,25
167,Reyansh Dhawan,Male,2003-11-24,Bhavani Peth S.O,411042,18.506970000000006,73.87119,3,Essential Fat,6,1,3 days of week,Both,Yes,2,2,Build muscle,None,173,17
168,Rachit Vijaya,Male,1989-07-02,Dapodi Bazar S.O,411012,18.57995,73.82783,1,Obese,95,4,Daily,Both,No,1,5,Improve endurance/conditioning,Meditation,163,31
169,Avni Meena,Female,2001-02-22,Kothrud S.O,411038,18.50767,73.78967,4,Fitness,22,2,3 days of week,Outdoor,No,4,3,Lose fat,None,163,20
170,Anika Neel,Female,1992-08-24,Ghorpuri Bazar S.O,411001,18.5259,73.89545,1,Fitness,22,2,Only Weekends,Outdoor,Yes,5,3,Mesomorph,None,177,28
171,Nirav Veena,Male,1995-08-22,Ex. Serviceman Colony S.O,411038,18.48029,73.79853,1,Essential Fat,6,2,3 days of week,Indoor,No,3,5,All,Both,162,25
172,Shrishti Mittal,Female,1988-04-07,P.C.N.T. S.O,411044,18.6554,73.76124,2,Athletes,21,4,Alternate Days,Outdoor,Maybe,1,3,Build muscle,None,160,33
173,Vihaan Chandra,Male,1997-09-02,Raviwar Peth S.O,411002,18.51769,73.86014,4,Acceptable,23,1,Any Day of Week,Indoor,Yes,5,3,Improve athletic skills,Meditation,176,23
174,Shanaya Rajan,Female,1984-11-09,Wanowarie S.O,411040,18.494770000000006,73.90127,4,Athletes,21,4,Any Day of Week,Both,Maybe,5,2,All,None,166,36
175,Jay Saxena,Male,2003-09-21,Indrayaninagar S.O,411026,18.62923,73.83431999999998,2,Obese,95,2,3 days of week,Both,Yes,2,3,Improve endurance/conditioning,Yoga,175,17
176,Kevin Pal,Male,2001-07-21,Ghorpade Peth S.O,411042,18.50139,73.86309,3,Fitness,14,5,Daily,Outdoor,Maybe,3,5,Improve endurance/conditioning,Yoga,164,19
177,Anaisha Verma,Female,2003-06-14,Bhavani Peth S.O,411042,18.506970000000006,73.87119,1,Essential Fat,14,3,Daily,Both,Maybe,1,1,Build muscle,None,178,17
178,Rishit Samuel,Male,1990-08-07,Bajirao Road S.O,411002,18.50995,73.85375,5,Essential Fat,6,4,Alternate Days,Both,No,2,1,Build muscle,Yoga,166,30
179,Hem Pawan,Male,1983-11-10,Mangalwar Peth S.O (Pune),411011,18.5221,73.86273,1,Acceptable,23,4,Only Weekends,Outdoor,Maybe,2,1,Build muscle,Yoga,173,37
180,Gian Raje,Male,1983-06-20,Mundhva B.O,411036,18.53135,73.91478000000002,1,Athletes,6,1,3 days of week,Indoor,No,4,5,Mesomorph,Meditation,161,37
181,Viti Narang,Female,1996-11-28,Lohogaon S.O,411047,18.55284,73.95387,3,Acceptable,32,1,Any Day of Week,Outdoor,Yes,5,1,Build muscle,Both,162,24
182,Ishita Sethi,Female,1985-08-14,Kondhwa BK B.O,411048,18.48028,73.89846999999997,1,Fitness,22,4,3 days of week,Indoor,Maybe,1,2,All,Yoga,176,35
183,Krisha Darsha,Female,1986-04-23,S.P. College S.O,411030,18.5282,73.84735,2,Acceptable,32,2,Alternate Days,Outdoor,Maybe,1,5,All,Yoga,175,35
184,Viti Prasad,Female,1989-08-25,Anandnagar S.O (Pune),411051,18.62981,73.84746,2,Essential Fat,14,3,Monday To Friday,Outdoor,Yes,1,5,Lose fat,Both,167,31
185,Jay Puri,Male,2002-04-09,Chinchwad East S.O,411019,18.62815,73.8318,4,Essential Fat,6,1,Monday To Friday,Both,Yes,2,5,Improve athletic skills,Both,177,19
186,Saisha Jai,Female,1999-10-29,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876,5,Obese,40,2,Alternate Days,Outdoor,Maybe,4,3,Build muscle,Yoga,174,21
187,Rachit Mittal,Male,1997-08-10,S.P. College S.O,411030,18.5282,73.84735,1,Obese,95,5,Any Day of Week,Outdoor,Yes,3,3,All,None,166,23
188,Ved Raman,Male,1986-12-31,Swargate S.O,411042,18.506970000000006,73.87119,1,Fitness,14,1,Alternate Days,Indoor,No,2,3,All,Yoga,168,34
189,Pavati Bhatt,Female,2001-09-13,Chinchwad East S.O,411019,18.62815,73.8318,3,Athletes,21,2,Any Day of Week,Both,Yes,3,4,All,None,165,19
190,Viti Sahni,Female,1988-03-27,Sachapir Street S.O,411001,18.51141,73.87791999999997,2,Acceptable,32,2,Daily,Indoor,Yes,4,2,Mesomorph,None,177,33
191,Kairav Chauhan,Male,1987-09-11,Dhanori B.O,411015,18.5844,73.88738000000002,5,Fitness,14,3,Alternate Days,Indoor,Maybe,5,5,Improve athletic skills,None,177,33
192,Prisha Swami,Female,1993-08-09,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000002,4,Obese,40,3,Any Day of Week,Both,No,1,5,Improve endurance/conditioning,Both,173,27
193,Mishka Madan,Female,2001-10-11,Congress House Road S.O,411005,18.5282,73.84735,2,Acceptable,32,5,Alternate Days,Both,Yes,3,3,All,Yoga,173,19
194,Aahva Jindal,Male,1995-10-24,C D A (O) S.O,411001,18.57571,73.81074,4,Obese,95,2,Alternate Days,Both,No,2,5,Build muscle,Yoga,173,25
195,Avni Sethi,Female,1994-02-27,T.V. Nagar S.O,411037,18.46135,73.86633,3,Acceptable,32,2,Any Day of Week,Outdoor,No,3,5,All,Meditation,163,27
196,Ayaan Nara,Male,2002-05-05,Chinchwadga0n S.O,411033,18.55284,73.95387,3,Athletes,6,3,Any Day of Week,Both,No,5,1,Improve athletic skills,Both,163,19
197,Sarthak Arun,Male,1987-03-28,Deccan Gymkhana S.O,411004,18.51806,73.83615,1,Fitness,14,1,Only Weekends,Both,Maybe,1,5,Improve endurance/conditioning,Meditation,174,34
198,Krisha Aggarwal,Female,1993-07-19,Kasba Peth S.O,411011,18.5242,73.8578,5,Acceptable,32,1,Alternate Days,Both,Yes,3,4,Mesomorph,Meditation,174,27
199,Nehrika Sara,Female,1982-08-18,Warje S.O,411058,18.48029,73.79853,4,Essential Fat,14,4,Monday To Friday,Indoor,Maybe,5,3,Lose fat,None,177,38
200,Ranbir Veena,Male,1986-10-21,Bibvewadi S.O,411037,18.48337,73.85561,2,Essential Fat,6,3,Alternate Days,Indoor,Yes,2,2,Build muscle,Both,173,34
201,Zuber Sehgal,Male,2002-12-18,Aundh T.S. S.O,411007,18.55144,73.82197,3,Acceptable,23,4,Alternate Days,Outdoor,Yes,4,2,Lose fat,Meditation,160,18
202,Kevin Chandra,Male,2003-12-20,Lohogaon S.O,411047,18.55284,73.95387,1,Acceptable,23,3,Any Day of Week,Indoor,Maybe,2,1,Mesomorph,Yoga,169,17
203,Rebecca Naran,Female,1985-12-10,Chinchwadga0n S.O,411033,18.55284,73.95387,1,Acceptable,32,5,Alternate Days,Outdoor,No,1,2,Improve athletic skills,Meditation,169,35
204,Laksh Neela,Male,1991-09-27,Parvati Gaon S.O,411009,18.49631,73.85621,4,Essential Fat,6,2,3 days of week,Indoor,No,2,2,Improve athletic skills,Both,169,29
205,Ryka Tyagi,Female,1981-11-01,Govt. Polytechnic S.O,411016,18.53048,73.83252,3,Essential Fat,14,5,Alternate Days,Both,Yes,2,3,Mesomorph,Yoga,161,39
206,Saisha Aggarwal,Female,1993-08-23,AFMC S.O,411040,18.49267,73.90352,5,Acceptable,32,3,3 days of week,Indoor,Maybe,2,3,All,Yoga,167,27
207,Anant Vish,Male,2002-11-25,N.C.L. Pune S.O,411008,18.53658,73.7989,3,Obese,95,2,Monday To Friday,Outdoor,No,2,4,Mesomorph,Yoga,160,18
208,Navya Sharma,Female,1984-12-21,Kondhwa BK B.O,411048,18.48028,73.89846999999997,4,Obese,40,1,Any Day of Week,Indoor,No,1,1,Build muscle,None,160,36
209,Jay Verma,Male,1981-09-01,N.W. College S.O,411001,18.53446,73.88304000000002,4,Athletes,6,1,Alternate Days,Both,Yes,5,2,Improve endurance/conditioning,Yoga,163,39
210,Raunak Lal,Male,2001-02-03,Srpf S.O,411022,18.50193,73.91264,3,Fitness,14,4,3 days of week,Outdoor,Yes,3,4,Lose fat,None,166,20
211,Atiksh Srivas,Male,1989-08-02,Sachapir Street S.O,411001,18.51141,73.87791999999997,4,Obese,95,3,3 days of week,Both,Maybe,4,1,Lose fat,None,168,31
212,Rachit Raji,Male,1991-07-29,Film Institute S.O,411004,18.51806,73.83615,3,Essential Fat,6,3,3 days of week,Both,Yes,3,2,Improve athletic skills,Meditation,175,29
213,Rohan Swami,Male,1996-11-02,Raviwar Peth S.O,411002,18.51769,73.86014,2,Obese,95,1,Daily,Outdoor,No,3,2,All,Meditation,164,24
214,Rishaan Verma,Male,1983-03-06,N.W. College S.O,411001,18.53446,73.88304000000002,3,Athletes,6,5,Only Weekends,Both,No,4,3,Improve athletic skills,Yoga,161,38
215,Anant Sethi,Male,1998-03-28,Pune H.O,411001,18.5358,73.891,3,Athletes,6,2,Monday To Friday,Both,No,1,5,Build muscle,Both,170,23
216,Kashvi Dutta,Female,1988-01-30,Swargate Chowk S.O,411042,18.506970000000006,73.87119,4,Fitness,22,5,Alternate Days,Indoor,No,4,1,Mesomorph,Yoga,177,33
217,Taara Manohar,Female,1987-01-11,Kalewadi B.O,411017,18.618920000000006,73.79878000000002,4,Obese,40,5,Daily,Both,Maybe,1,2,Lose fat,Meditation,178,34
218,Sahana Anand,Female,1982-06-22,Armament S.O,411021,18.56068,73.7626,1,Essential Fat,14,1,Alternate Days,Both,Maybe,3,1,Build muscle,Yoga,172,38
219,Hem Rajan,Male,1982-08-21,Dukirkline S.O,411014,18.60055,73.9608,1,Essential Fat,6,1,Alternate Days,Both,Yes,1,4,Improve athletic skills,Meditation,170,38
220,Kevin Nirmal,Male,2000-04-26,Congress House Road S.O,411005,18.5282,73.84735,2,Acceptable,23,1,Any Day of Week,Both,Yes,5,4,Improve athletic skills,Yoga,178,21
221,Naitee Pal,Female,1987-09-25,Parvati S.O,411009,18.49631,73.85621,1,Essential Fat,14,4,Any Day of Week,Outdoor,Yes,4,5,Lose fat,Both,176,33
222,Reyansh Mati,Male,1999-02-06,Anandnagar S.O (Pune),411051,18.62981,73.84746,3,Fitness,14,5,Any Day of Week,Indoor,Maybe,5,2,Improve athletic skills,Yoga,164,22
223,Sadhil Mehta,Male,1984-04-16,T.V. Nagar S.O,411037,18.46135,73.86633,4,Fitness,14,3,Daily,Both,No,3,3,All,Both,172,37
224,Viti Sharma,Female,1990-07-03,Nehrunagar S.O (Pune),411018,18.62728,73.8388,1,Essential Fat,14,2,Alternate Days,Both,Yes,4,2,Improve athletic skills,Both,160,30
225,Aahva Rana,Male,2003-08-26,Nehrunagar S.O (Pune),411018,18.62728,73.8388,1,Essential Fat,6,4,Only Weekends,Outdoor,No,3,1,Improve endurance/conditioning,Yoga,169,17
226,Carina Gandhi,Female,1983-12-30,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,2,Acceptable,32,3,Monday To Friday,Both,Yes,5,4,Mesomorph,Both,167,37
227,Drishti Soni,Female,1991-10-13,Dapodi S.O,411012,18.57749,73.83138000000002,2,Essential Fat,14,5,Any Day of Week,Outdoor,Yes,3,1,Improve athletic skills,Both,167,29
228,Anushka Rana,Female,1994-07-02,Baner Road S.O,411007,18.55383,73.80216,3,Acceptable,32,1,Any Day of Week,Indoor,Yes,4,5,Improve endurance/conditioning,Meditation,178,26
229,Kabir Veena,Male,1982-04-15,AFMC S.O,411040,18.49267,73.90352,4,Acceptable,23,5,Alternate Days,Indoor,Yes,4,4,Build muscle,Meditation,165,39
230,Kevin Ranga,Male,1989-11-22,Wanowarie S.O,411040,18.494770000000006,73.90127,2,Essential Fat,6,2,Alternate Days,Both,Yes,3,3,Improve athletic skills,Both,171,31
231,Alisha Nirmal,Female,1989-04-19,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,1,Athletes,21,4,Daily,Both,No,4,4,All,None,166,32
232,Zara Sudha,Female,2000-09-17,Vishrantwadi S.O,411015,18.60226,73.89806,4,Athletes,21,4,Daily,Both,Yes,4,2,Build muscle,Yoga,175,20
233,Sneha Suri,Female,1988-06-21,Swargate Chowk S.O,411042,18.506970000000006,73.87119,4,Acceptable,32,2,Any Day of Week,Outdoor,No,3,2,Improve athletic skills,Both,168,32
234,Rishaan Srivastav,Male,1993-01-19,Masulkar Colony S.O,411018,18.63374,73.8129,1,Essential Fat,6,3,Alternate Days,Both,Maybe,5,4,Lose fat,Yoga,169,28
235,Gian Neela,Male,1983-08-31,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000002,2,Athletes,6,3,Only Weekends,Both,Yes,4,5,Improve endurance/conditioning,Meditation,169,37
236,Aarav Raman,Male,1997-02-16,Navsahyadri S.O,411052,18.49528,73.82775,1,Essential Fat,6,4,Monday To Friday,Indoor,No,4,2,Improve endurance/conditioning,Yoga,169,24
237,Kaia Persaud,Female,1995-06-24,Yerwada T.S. S.O,411006,18.54429,73.87986,4,Essential Fat,14,4,Alternate Days,Both,Maybe,4,2,Lose fat,Both,175,25
238,Navya Rastogi,Female,1985-08-15,Vishrantwadi S.O,411015,18.60226,73.89806,5,Essential Fat,14,1,Alternate Days,Indoor,Maybe,4,3,Mesomorph,Both,160,35
239,Gian Punj,Male,2001-08-09,Yamunanagar S.O,411044,18.60589,73.76143,5,Obese,95,3,3 days of week,Both,Maybe,3,4,All,Both,176,19
240,Rebecca Malhotra,Female,1996-12-06,Vishrantwadi S.O,411015,18.60226,73.89806,3,Essential Fat,14,2,Daily,Indoor,No,5,2,Improve endurance/conditioning,Both,173,24
241,Adhira Punj,Female,1989-12-12,Ghorpuri Bazar S.O,411001,18.5259,73.89545,1,Obese,40,3,Monday To Friday,Both,Yes,5,5,Build muscle,None,178,31
242,Sahana Sehgal,Female,1989-07-25,M.Phulenagar S.O,411019,28.5779,77.31541,1,Acceptable,32,1,Any Day of Week,Indoor,Yes,1,1,All,None,176,31
243,Mehar Joshi,Female,1995-05-20,Sadashiv Peth S.O,411030,18.50825,73.84405,3,Athletes,21,4,Alternate Days,Outdoor,No,4,4,Improve endurance/conditioning,None,173,26
244,Amoli Veena,Female,1992-11-17,Pimpri Colony S.O,411017,18.60755,73.78615,3,Athletes,21,4,Any Day of Week,Indoor,Yes,4,3,Mesomorph,Both,167,28
245,Adhira Subramani,Female,1994-05-12,Kothrud S.O,411038,18.50767,73.78967,3,Athletes,21,1,Alternate Days,Indoor,No,1,2,Build muscle,None,168,27
246,Kevin Srivastav,Male,2002-02-11,Dapodi S.O,411012,18.57749,73.83138000000002,4,Athletes,6,2,Any Day of Week,Indoor,Yes,5,5,All,Yoga,167,19
247,Adah Kumar,Female,1993-12-27,Lohogaon S.O,411047,18.55284,73.95387,1,Athletes,21,4,Monday To Friday,Both,Maybe,2,4,Build muscle,Both,172,27
248,Taara Manju,Female,1995-01-20,Bhosari I.E. S.O,411026,18.55284,73.95387,4,Athletes,21,5,Daily,Both,Yes,2,5,Lose fat,Meditation,176,26
249,Anaisha Rastogi,Female,1981-09-28,Vadgaon Sheri S.O,411014,18.542820000000006,73.92344,3,Athletes,21,4,Monday To Friday,Both,No,5,5,Improve athletic skills,Both,178,39
250,Rishit Aggarwal,Male,1982-05-17,AFMC S.O,411040,18.49267,73.90352,1,Acceptable,23,5,3 days of week,Outdoor,No,4,3,Lose fat,Yoga,166,39
251,Rishaan Kishore,Male,1991-03-06,Lokmanyanagar S.O,411030,18.50825,73.84405,4,Essential Fat,6,1,Only Weekends,Outdoor,Maybe,2,4,All,None,176,30
252,Ranbir Subramani,Male,1989-02-27,Mohamadwadi S.O,411060,18.47335,73.90957,4,Fitness,14,1,Daily,Indoor,No,3,2,Improve athletic skills,Both,160,32
253,Taahira Punj,Female,1992-11-21,S.P. College S.O,411030,18.5282,73.84735,3,Obese,40,4,Monday To Friday,Outdoor,Yes,3,3,Lose fat,None,164,28
254,Raj Roy,Male,1982-02-14,Chinchwad East S.O,411019,18.62815,73.8318,1,Fitness,14,3,3 days of week,Indoor,Yes,1,2,Improve athletic skills,Both,165,39
255,Larisa Nigam,Female,1990-08-04,S.S.C.Exam Board S.O,411005,18.53245,73.84654,3,Fitness,22,5,Only Weekends,Indoor,Maybe,5,1,Improve endurance/conditioning,Yoga,161,30
256,Aadiv Nirmal,Male,2002-09-17,Khadki S.O,411003,18.56312,73.84433,1,Essential Fat,6,2,3 days of week,Indoor,No,5,5,Build muscle,Both,175,18
257,Zara Puri,Female,2000-02-20,Khadki Arsenel S.O,411003,18.56312,73.84433,5,Essential Fat,14,4,Alternate Days,Outdoor,Maybe,2,1,Improve athletic skills,None,164,21
258,Manan Persaud,Male,2001-12-21,T.V. Nagar S.O,411037,18.46135,73.86633,2,Essential Fat,6,2,Alternate Days,Both,Yes,4,5,Improve endurance/conditioning,None,164,19
259,Rishaan Srivas,Male,1981-11-16,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000002,2,Athletes,6,4,Any Day of Week,Outdoor,Maybe,5,3,Mesomorph,Yoga,171,39
260,Reyansh Shan,Male,1992-01-25,Pimpri Waghire S.O,411017,18.60132,73.78156,2,Acceptable,23,3,Daily,Indoor,No,2,2,Lose fat,Both,162,29
261,Aahva Srivas,Male,1987-10-08,Baner Road S.O,411007,18.55383,73.80216,3,Athletes,6,3,Alternate Days,Indoor,Maybe,2,2,Mesomorph,Meditation,175,33
262,Vivaan Malik,Male,1996-02-08,Bhosarigoan S.O,411039,18.55284,73.95387,5,Acceptable,23,3,3 days of week,Outdoor,No,5,3,All,Both,165,25
263,Joseph Mittal,Male,2002-02-22,Bhusari Colony S.O,411038,18.50956,73.79646,1,Acceptable,23,3,Daily,Indoor,No,2,4,Improve endurance/conditioning,Yoga,174,19
264,Hiya Prasad,Female,1993-10-04,Kondhwa BK B.O,411048,18.48028,73.89846999999997,4,Fitness,22,1,Alternate Days,Indoor,Yes,1,1,Mesomorph,Meditation,174,27
265,Mohammad Swami,Male,1990-08-28,P.C.N.T. S.O,411044,18.6554,73.76124,1,Fitness,14,1,Any Day of Week,Outdoor,Yes,1,1,Mesomorph,Yoga,175,30
266,Shrishti Naran,Female,1996-05-21,L.K. Path S.O,411003,18.54263,73.78494,4,Acceptable,32,5,Monday To Friday,Outdoor,Yes,5,2,Improve endurance/conditioning,Both,172,25
267,Taahira Kumar,Female,2003-12-17,Ganeshkhind S.O,411007,18.55144,73.82197,1,Acceptable,32,2,Any Day of Week,Outdoor,No,4,2,Build muscle,Meditation,171,17
268,Taarush Lalit,Male,1982-11-30,Warje S.O,411058,18.48029,73.79853,5,Athletes,6,4,Only Weekends,Indoor,Maybe,1,2,Improve athletic skills,Yoga,169,38
269,Amoli Engineer,Female,1996-08-25,Dukirkline S.O,411014,18.60055,73.9608,4,Athletes,21,4,Alternate Days,Indoor,No,1,3,All,None,173,24
270,Kimaya Nagpal,Female,1995-02-17,Chinchwadga0n S.O,411033,18.55284,73.95387,3,Fitness,22,1,Only Weekends,Both,Yes,5,4,All,Meditation,161,26
271,Jash Sen,Male,1995-11-18,Vadgaon Sheri S.O,411014,18.542820000000006,73.92344,1,Essential Fat,6,4,Only Weekends,Both,Yes,3,1,Lose fat,Meditation,162,25
272,Pahal Nara,Male,1991-08-24,Chinchwadga0n S.O,411033,18.55284,73.95387,1,Acceptable,23,1,3 days of week,Outdoor,Maybe,2,5,Improve athletic skills,Yoga,168,29
273,Krisha Srivastav,Female,2001-09-13,Masulkar Colony S.O,411018,18.63374,73.8129,4,Athletes,21,5,Daily,Both,Yes,1,3,Lose fat,None,170,19
274,Larisa Vish,Female,2003-03-06,Aundh T.S. S.O,411007,18.55144,73.82197,3,Fitness,22,2,3 days of week,Indoor,Yes,3,1,All,Meditation,170,18
275,Kimaya Neel,Female,1999-12-24,Lokmanyanagar S.O,411030,18.50825,73.84405,3,Athletes,21,5,Alternate Days,Both,Yes,4,4,Improve athletic skills,Yoga,169,21
276,Nirav Srini,Male,1992-07-11,Ghorpade Peth S.O,411042,18.50139,73.86309,5,Acceptable,23,3,Only Weekends,Indoor,Maybe,3,3,Mesomorph,Meditation,173,28
277,Sai Vijaya,Female,1998-10-04,Nehrunagar S.O (Pune),411018,18.62728,73.8388,3,Acceptable,32,3,Monday To Friday,Outdoor,No,5,1,Build muscle,Meditation,168,22
278,Parv Patel,Male,1998-06-29,Narayan Peth S.O,411030,18.51553,73.8523,3,Obese,95,3,Only Weekends,Outdoor,Yes,4,3,Mesomorph,Meditation,169,22
279,Raj Jindal,Male,2002-11-08,Model Colony S.O,411016,18.52906,73.83811,3,Essential Fat,6,5,Monday To Friday,Indoor,Maybe,4,1,Build muscle,None,168,18
280,Aarav Kapoor,Male,1981-11-03,Thergaon B.O,411033,18.63172,73.73346,2,Obese,95,4,3 days of week,Both,Yes,3,1,Improve endurance/conditioning,Both,164,39
281,Anushka Narang,Female,1981-04-13,Kasba Peth S.O,411011,18.5242,73.8578,5,Fitness,22,2,3 days of week,Outdoor,Maybe,5,4,Lose fat,Both,167,40
282,Keya Lal,Female,2002-06-18,Katraj S.O,411046,18.45938,73.86667,1,Athletes,21,3,Daily,Outdoor,Yes,1,5,Lose fat,None,170,18
283,Navya Subramanian,Female,1981-08-26,Salisbury Park S.O,411037,18.48591,73.86715,4,Fitness,22,3,Only Weekends,Both,Maybe,3,4,Improve endurance/conditioning,None,160,39
284,Dasya Krishnamurthy,Male,1981-08-14,AFMC S.O,411040,18.49267,73.90352,1,Acceptable,23,3,Any Day of Week,Both,Yes,1,1,Improve athletic skills,Yoga,169,39
285,Laksh Darsha,Male,1993-09-27,Khadki S.O,411003,18.56312,73.84433,5,Obese,95,2,3 days of week,Indoor,No,3,3,Improve endurance/conditioning,Meditation,160,27
286,Anushka Sandeep,Female,1997-12-17,Shukrawar Peth S.O (Pune),411002,18.51009,73.85672,4,Obese,40,3,3 days of week,Both,Yes,1,4,All,None,166,23
287,Saanvi Neel,Female,1995-09-05,Govt. Polytechnic S.O,411016,18.53048,73.83252,5,Obese,40,2,Daily,Both,Maybe,3,5,Improve endurance/conditioning,Yoga,173,25
288,Bhuv Jai,Male,1987-01-22,Sangavi S.O,411027,18.57422,73.81781,3,Fitness,14,3,Monday To Friday,Both,Yes,4,1,Build muscle,Both,164,34
289,Raj Rajan,Male,1999-09-03,P.C.N.T. S.O,411044,18.6554,73.76124,4,Acceptable,23,5,Daily,Indoor,No,2,4,All,Both,176,21
290,Taksh Dutta,Male,1984-07-21,Talwade B.O,412114,18.5010606,73.5137584,3,Athletes,6,5,Only Weekends,Indoor,Yes,4,4,Improve endurance/conditioning,Both,165,36
291,Pahal Anand,Male,1993-02-19,N.W. College S.O,411001,18.53446,73.88304000000002,1,Athletes,6,2,Alternate Days,Outdoor,Maybe,1,4,Lose fat,Both,175,28
292,Raunak Manohar,Male,1986-02-12,Khadki Bazar S.O,411003,18.56312,73.84433,1,Fitness,14,5,Alternate Days,Indoor,Maybe,5,4,Mesomorph,Yoga,170,35
293,Taahira Narang,Female,2002-10-27,Ghorpuri Bazar S.O,411001,18.5259,73.89545,4,Obese,40,2,Monday To Friday,Outdoor,No,4,3,Build muscle,Meditation,169,18
294,Ishita Rajagopal,Female,1986-05-29,Bajirao Road S.O,411002,18.50995,73.85375,4,Essential Fat,14,5,3 days of week,Both,Maybe,2,5,Build muscle,Yoga,174,34
295,Anika Bhat,Female,1999-03-28,Khadki S.O,411003,18.56312,73.84433,5,Fitness,22,5,Monday To Friday,Outdoor,Yes,1,5,Improve athletic skills,Meditation,166,22
296,Kabir Subramanian,Male,1983-04-20,Mohamadwadi S.O,411060,18.47335,73.90957,5,Fitness,14,2,3 days of week,Outdoor,Yes,4,1,Mesomorph,Both,161,38
