,Name,Gender,DOB,Name Of Area,Pincode,Latitude ,Longitude
1197,Shrishti Srivas,Female,1981-04-27,Indrayaninagar S.O,411026,18.62923,73.83431999999999
1198,Rudra Swami,Male,2002-04-18,Chinchwad East S.O,411019,18.62815,73.8318
1199,Ved Aggarwal,Male,1989-11-09,Kondhwa Lh B.O,411048,18.48028,73.89846999999999
1200,Saisha Nita,Female,2002-12-29,Srpf S.O,411022,18.501929999999998,73.91264
1201,Kaia Goel,Female,1984-12-25,Dhankawadi S.O,411043,18.46554,73.8487
1202,Larisa Chakrabarti,Female,1997-07-19,Lokmanyanagar S.O,411030,18.50825,73.84405
1203,Anant Subramani,Male,2001-07-29,Mundhva AV S.O,411036,18.53135,73.91478000000001
1204,Rushil Persaud,Male,2003-09-26,Vadgaon Sheri S.O,411014,18.542820000000003,73.92344
1205,Saisha Naran,Female,1999-11-16,Vadgaon Budruk S.O,411041,18.45823,73.81821
1206,Navya Naran,Female,1993-09-12,Navsahyadri S.O,411052,18.495279999999998,73.82775
1207,Yug Soni,Male,1994-03-06,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
1208,Kevin Veer,Male,1987-05-08,C M E S.O,411031,18.58289,73.8098
1209,Alisha Darsha,Female,1993-06-03,Aundh T.S. S.O,411007,18.55144,73.82197
1210,Sneha Mati,Female,1998-04-18,Sadashiv Peth S.O,411030,18.50825,73.84405
1211,Viti Roy,Female,1995-04-05,Punawale B.O,411033,18.63172,73.73346
1212,Kevin Jindal,Male,1988-06-18,9 DRD B.O,411014,18.54851,73.90514
1213,Prisha Sharma,Female,1985-12-28,M.Phulenagar S.O,411019,28.5779,77.31541
1214,Kashvi Engineer,Female,1987-12-22,Ghorpade Peth S.O,411042,18.50139,73.86309
1215,Dasya Prasad,Male,1993-08-10,Lokmanyanagar S.O,411030,18.50825,73.84405
1216,Sadhil Manju,Male,2000-03-31,Wanowarie S.O,411040,18.494770000000003,73.90127
1217,Aarav Chauhan,Male,1992-12-04,Dhanori B.O,411015,18.5844,73.88738000000001
1218,Anushka Vish,Female,2000-12-05,Sangavi S.O,411027,18.57422,73.81781
1219,Ved Prasad,Male,1986-04-23,Khondhwa KH B.O,411048,18.45756,73.89339
1220,Taahira Joshi,Female,2002-12-27,Kapad Ganj S.O,411002,18.51378,73.86019
1221,Parv Saini,Male,1984-05-08,Sachapir Street S.O,411001,18.51141,73.87791999999999
1222,Mehar Srivastava,Female,1983-10-18,Nehrunagar S.O (Pune),411018,18.62728,73.8388
1223,Saanvi Chandra,Female,1997-09-10,Sasanenagar S.O,411028,18.4747,73.93157
1224,Sahana Subramani,Female,2003-12-26,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
1225,Saloni Nara,Female,2001-10-22,Sangavi S.O,411027,18.57422,73.81781
1226,Avni Gandhi,Female,1994-08-14,Akurdi S.O,411035,18.76572,73.68905
1227,Bhuv Puri,Male,1994-05-30,Wanowarie S.O,411040,18.494770000000003,73.90127
1228,Yug Uddin,Male,1983-09-27,Vishrantwadi S.O,411015,18.60226,73.89806
1229,Ananya Swami,Female,1989-05-31,Mundhva AV S.O,411036,18.53135,73.91478000000001
1230,Naksh Rana,Male,1992-08-27,Indrayaninagar S.O,411026,18.62923,73.83431999999999
1231,Prisha Kishore,Female,1991-03-02,Akurdi S.O,411035,18.76572,73.68905
1232,Amoli Mittal,Female,1990-03-14,Film Institute S.O,411004,18.518060000000002,73.83615
1233,Yug Sandeep,Male,1991-07-15,Bajirao Road S.O,411002,18.50995,73.85375
1234,Raunak Srivastav,Male,2002-11-15,P.C.N.T. S.O,411044,18.6554,73.76124
1235,Prisha Aggarwal,Female,2001-08-13,Dhanori B.O,411015,18.5844,73.88738000000001
1236,Shanaya Lal,Female,1991-02-07,Sachapir Street S.O,411001,18.51141,73.87791999999999
1237,Zuber Dutta,Male,1996-01-02,Kasarwadi S.O,411034,18.60373,73.82221
1238,Amoli Srivas,Female,1993-04-05,N.I.A. S.O,411045,18.55284,73.95387
1239,Kashvi Manohar,Female,1987-07-26,Vadgaon Budruk S.O,411041,18.45823,73.81821
1240,Ishana Rajan,Female,1981-10-10,Nehrunagar S.O (Pune),411018,18.62728,73.8388
1241,Rohan Pal,Male,1991-11-08,Market Yard S.O (Pune),411037,18.48193,73.87425
1242,Anushka Sehgal,Female,1994-07-21,Pimpri Waghire S.O,411017,18.60132,73.78156
1243,Kahaan Neelam,Male,1995-12-31,P.C.N.T. S.O,411044,18.6554,73.76124
1244,Yash Srini,Male,1986-02-12,Shukrawar Peth S.O (Pune),411002,18.510089999999998,73.85672
1245,Hiya Raje,Female,1994-04-10,Airport S.O (Pune),411032,18.57956,73.88954
1246,Nehrika Ganesh,Female,1982-02-08,Pune City H.O,411002,18.51377,73.85991
1247,Rachit Sen,Male,1983-09-06,Rupeenagar S.O,412114,18.53325,73.89263000000001
1248,Sarthak Chauhan,Male,1995-09-28,S.P. College S.O,411030,18.5282,73.84735
1249,Pavati Srivastav,Female,1986-03-31,Narayan Peth S.O,411030,18.51553,73.8523
1250,Carina Pal,Female,1985-03-25,Dukirkline S.O,411014,18.60055,73.9608
1251,Asmee Tyagi,Female,2003-02-01,Pune New Bazar S.O,411001,18.53446,73.88304000000001
1252,Hiya Jana,Female,1992-09-02,N.W. College S.O,411001,18.53446,73.88304000000001
1253,Saloni Sudha,Female,1999-10-22,Bhosari I.E. S.O,411026,18.55284,73.95387
1254,Aahva Dhawan,Male,1995-05-01,Vidyanagar S.O (Pune),411032,18.55284,73.95387
1255,Rohan Engineer,Male,2001-09-11,Congress House Road S.O,411005,18.5282,73.84735
1256,Taara Mehta,Female,1991-11-05,Shukrawar Peth S.O (Pune),411002,18.510089999999998,73.85672
1257,Ranbir Nita,Male,2000-04-01,Sasanenagar S.O,411028,18.4747,73.93157
1258,Ishana Bhat,Female,2003-11-12,Navsahyadri S.O,411052,18.495279999999998,73.82775
1259,Prisha Kumar,Female,1989-11-28,Dhanori B.O,411015,18.5844,73.88738000000001
1260,Shanaya Samuel,Female,1992-02-22,Film Institute S.O,411004,18.518060000000002,73.83615
1261,Mayra Narayan,Female,1997-04-22,M.Phulenagar S.O,411019,28.5779,77.31541
1262,Vivaan Uddin,Male,1982-10-18,Vadgaon Budruk S.O,411041,18.45823,73.81821
1263,Krisha Arun,Female,1998-02-14,N.I.A. S.O,411045,18.55284,73.95387
1264,Sadhil Darsha,Male,1984-09-06,Bajirao Road S.O,411002,18.50995,73.85375
1265,Manan Veer,Male,1982-02-17,Wanowarie S.O,411040,18.494770000000003,73.90127
1266,Pahal Nath,Male,1996-05-17,Ammunition Factory Khadki S.O,411003,18.57295,73.86363
1267,Naitee Prasad,Female,1999-11-08,Market Yard S.O (Pune),411037,18.48193,73.87425
1268,Atiksh Malik,Male,2001-10-13,Sadashiv Peth S.O,411030,18.50825,73.84405
1269,Raunak Meena,Male,1982-10-14,Pune City H.O,411002,18.51377,73.85991
1270,Ranbir Sahni,Male,1981-03-07,Kondhwa BK B.O,411048,18.48028,73.89846999999999
1271,Hiya Anand,Female,1990-04-16,H.E. Factory S.O,411003,18.57295,73.86363
1272,Zuber Muthu,Male,1996-04-27,Anandnagar S.O (Pune),411051,18.62981,73.84746
1273,Akanksh Meena,Male,1994-04-27,Yamunanagar S.O,411044,18.60589,73.76143
1274,Mirai Raman,Female,1990-09-02,Vidyanagar S.O (Pune),411032,18.55284,73.95387
1275,Sadhil Malik,Male,2001-01-31,Ghorpuri Bazar S.O,411001,18.5259,73.89545
1276,Atiksh Lal,Male,1998-07-18,Shivaji Housing Society S.O,411016,18.52501,73.82303
1277,Manan Punj,Male,1997-09-23,Dhanori B.O,411015,18.5844,73.88738000000001
1278,Alex Chaudhary,Male,1988-10-04,Chinchwadga0n S.O,411033,18.55284,73.95387
1279,Sai Patel,Female,1989-11-20,Kondhwa Lh B.O,411048,18.48028,73.89846999999999
1280,Anika Subram,Female,1987-06-14,Guruwar Peth S.O,411042,18.505470000000003,73.85951
1281,Shrishti Srivastava,Female,2002-09-15,Dhanori B.O,411015,18.5844,73.88738000000001
1282,Carina Veena,Female,1992-01-21,Indrayaninagar S.O,411026,18.62923,73.83431999999999
1283,Saisha Bhatt,Female,1982-09-09,Guruwar Peth S.O,411042,18.505470000000003,73.85951
1284,Jay Sudha,Male,1992-07-27,Thergaon B.O,411033,18.63172,73.73346
1285,Adhira Sai,Female,2003-02-20,Film Institute S.O,411004,18.518060000000002,73.83615
1286,Sai Saxena,Female,1988-02-21,S.S.C.Exam Board S.O,411005,18.53245,73.84654
1287,Jash Srivas,Male,1999-06-20,Mundhva AV S.O,411036,18.53135,73.91478000000001
1288,Kabir Uddin,Male,1988-07-01,Yerwada S.O,411006,18.56318,73.87742
1289,Anaisha Ranga,Female,2001-10-23,Botanical Garden S.O (Pune),411003,18.56354,73.82588
1290,Keya Punj,Female,1996-07-22,Rashtra Bhasha Bhavan S.O,411030,18.509420000000002,73.84063
1291,Viti Verma,Female,1983-06-30,Yerwada S.O,411006,18.56318,73.87742
1292,Rishaan Neel,Male,2003-08-29,Pune Cantt East S.O,411001,18.5364,73.89394
1293,Kaia Meena,Female,1981-12-29,Akurdi S.O,411035,18.76572,73.68905
1294,Taara Nath,Female,1989-07-16,Market Yard S.O (Pune),411037,18.48193,73.87425
1295,Saisha Darsha,Female,1996-07-29,Warje S.O,411058,18.48029,73.79853
1296,Jash Sehgal,Male,1995-12-21,Pune City H.O,411002,18.51377,73.85991
1297,Rushil Ranga,Male,2003-12-10,Bajirao Road S.O,411002,18.50995,73.85375
1298,Anaisha Sharma,Female,1990-10-23,Rashtra Bhasha Bhavan S.O,411030,18.509420000000002,73.84063
1299,Zuber Mehra,Male,1993-04-08,Kapad Ganj S.O,411002,18.51378,73.86019
1300,Kabir Dutta,Male,1981-02-16,Pimpri Waghire S.O,411017,18.60132,73.78156
1301,Nehrika Manju,Female,1991-02-14,Punawale B.O,411033,18.63172,73.73346
1302,Saloni Rastogi,Female,2003-09-16,Masulkar Colony S.O,411018,18.63374,73.8129
1303,Ayaan Sehgal,Male,1982-05-15,L.K. Path S.O,411003,18.54263,73.78494
1304,Ranbir Sai,Male,1996-02-27,Rupeenagar S.O,412114,18.53325,73.89263000000001
1305,Taahira Nath,Female,2001-07-24,Mohamadwadi S.O,411060,18.47335,73.90957
1306,Rohan Veer,Male,1981-01-19,Sangavi S.O,411027,18.57422,73.81781
1307,Neysa Charan,Female,2000-07-15,N I B M S.O,411048,18.47298,73.89421
1308,Anaisha Engineer,Female,2003-06-19,C M E S.O,411031,18.58289,73.8098
1309,Sai Rajan,Female,1984-08-19,S.P. College S.O,411030,18.5282,73.84735
1310,Kevin Madan,Male,1982-08-03,N.C.L. Pune S.O,411008,18.536579999999997,73.7989
1311,Anant Rastogi,Male,1983-07-04,Armament S.O,411021,18.560679999999998,73.7626
1312,Taahira Nagpal,Female,1985-04-26,Lohogaon S.O,411047,18.55284,73.95387
1313,Mirai Srivas,Female,1991-08-22,M.Phulenagar S.O,411019,28.5779,77.31541
1314,Luv Nath,Male,2001-08-15,Thergaon B.O,411033,18.63172,73.73346
1315,Pranay Lata,Male,1982-03-27,Khadki S.O,411003,18.56312,73.84433
1316,Sarthak Chande,Male,2002-02-01,Mundhva AV S.O,411036,18.53135,73.91478000000001
1317,Hiya Pawan,Female,1994-06-10,Lohogaon S.O,411047,18.55284,73.95387
1318,Parv Mehta,Male,1987-03-07,Khadki S.O,411003,18.56312,73.84433
1319,Nehrika Sai,Female,1995-08-27,Raviwar Peth S.O,411002,18.517689999999998,73.86014
1320,Atiksh Mati,Male,1988-06-22,Akurdi S.O,411035,18.76572,73.68905
1321,Ananya Muthu,Female,1988-06-16,Kasarwadi S.O,411034,18.60373,73.82221
1322,Carina Nara,Female,2000-10-17,N.C.L. Pune S.O,411008,18.536579999999997,73.7989
1323,Ishita Ganesh,Female,1989-07-04,T.V. Nagar S.O,411037,18.46135,73.86633
1324,Yug Raje,Male,1996-01-11,Baner Road S.O,411007,18.553829999999998,73.80216
1325,Hiya Puri,Female,2002-11-07,Dhankawadi S.O,411043,18.46554,73.8487
1326,Kairav Arun,Male,1988-07-15,Sadashiv Peth S.O,411030,18.50825,73.84405
1327,Aadiv Krishnamurthy,Male,1997-03-31,Iaf Station S.O,411032,18.55284,73.95387
1328,Viti Srivastava,Female,1988-08-12,Akurdi S.O,411035,18.76572,73.68905
1329,Pahal Malhotra,Male,1987-10-25,Film Institute S.O,411004,18.518060000000002,73.83615
1330,Hiya Srivastav,Female,1989-10-28,Pune City H.O,411002,18.51377,73.85991
1331,Navya Mehta,Female,1992-08-04,Aundh T.S. S.O,411007,18.55144,73.82197
1332,Nirav Joshi,Male,2001-03-01,Market Yard S.O (Pune),411037,18.48193,73.87425
1333,Carina Sara,Female,1996-08-13,Dapodi S.O,411012,18.57749,73.83138000000001
1334,Adhira Sen,Female,1988-06-12,Nehrunagar S.O (Pune),411018,18.62728,73.8388
1335,Neysa Subramani,Female,1987-08-17,Kasarwadi S.O,411034,18.60373,73.82221
1336,Sarthak Kapoor,Male,1997-04-03,Yerwada S.O,411006,18.56318,73.87742
1337,Adah Chandra,Female,1987-02-07,Aundh T.S. S.O,411007,18.55144,73.82197
1338,Ranbir Punj,Male,1985-08-06,S.S.C.Exam Board S.O,411005,18.53245,73.84654
1339,Mahika Raje,Female,1992-07-14,Pune City H.O,411002,18.51377,73.85991
1340,Rebecca Swami,Female,1981-10-17,Nana Peth S.O,411002,18.510089999999998,73.85672
1341,Sarthak Joshi,Male,1990-07-26,Vadgaon Sheri S.O,411014,18.542820000000003,73.92344
1342,Hiya Shan,Female,1992-02-12,AFMC S.O,411040,18.49267,73.90352
1343,Taksh Patel,Male,1989-04-21,Anandnagar S.O (Pune),411051,18.62981,73.84746
1344,Bhuv Arun,Male,2003-10-04,Warje S.O,411058,18.48029,73.79853
1345,Tanvi Rai,Female,1985-03-27,Yerwada T.S. S.O,411006,18.54429,73.87986
1346,Neysa Sethi,Female,1982-03-01,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
1347,Manan Srivastava,Male,1987-08-12,Nehrunagar S.O (Pune),411018,18.62728,73.8388
1348,Hiya Rajagopal,Female,1989-01-25,Baner Road S.O,411007,18.553829999999998,73.80216
1349,Hem Saxena,Male,1982-01-14,Mohamadwadi S.O,411060,18.47335,73.90957
1350,Vivaan Engineer,Male,1995-11-24,P.C.N.T. S.O,411044,18.6554,73.76124
1351,Ira Chandrasekar,Female,1995-10-21,Ghorpade Peth S.O,411042,18.50139,73.86309
1352,Viti Lalit,Female,2002-06-25,Dapodi S.O,411012,18.57749,73.83138000000001
1353,Ishank Meena,Male,1983-11-24,Khadakwasla R.S. S.O,411024,18.45597,73.78478
1354,Tanvi Dutta,Female,1998-07-28,Thathawade B.O,411033,18.63172,73.73346
1355,Gian Kishore,Male,1993-05-13,Khadki Arsenel S.O,411003,18.56312,73.84433
1356,Reyansh Persaud,Male,1996-12-15,Punawale B.O,411033,18.63172,73.73346
1357,Prisha Subramani,Female,1994-03-06,Kothrud S.O,411038,18.50767,73.78967
1358,Krisha Rajan,Female,1998-02-22,Kothrud S.O,411038,18.50767,73.78967
1359,Mayra Srivastava,Female,1998-10-04,Khondhwa KH B.O,411048,18.45756,73.89339
1360,Aadiv Jana,Male,1995-09-21,Sangavi S.O,411027,18.57422,73.81781
1361,Keya Swami,Female,1990-10-06,Sangavi S.O,411027,18.57422,73.81781
1362,Parv Dutta,Male,1987-07-15,Salisbury Park S.O,411037,18.48591,73.86715
1363,Anika Engineer,Female,1989-12-25,Botanical Garden S.O (Pune),411003,18.56354,73.82588
1364,Kashvi Sahni,Female,1997-11-01,Kondhwa Lh B.O,411048,18.48028,73.89846999999999
1365,Viti Nigam,Female,1992-09-30,Vadgaon Sheri S.O,411014,18.542820000000003,73.92344
1366,Saisha Persaud,Female,1996-01-06,Yamunanagar S.O,411044,18.60589,73.76143
1367,Laksh Malik,Male,1997-06-26,Thathawade B.O,411033,18.63172,73.73346
1368,Neysa Saini,Female,1983-08-25,P.C.N.T. S.O,411044,18.6554,73.76124
1369,Rohan Aggarwal,Male,1990-10-24,S.P. College S.O,411030,18.5282,73.84735
1370,Sai Kishore,Female,2001-09-15,Nehrunagar S.O (Pune),411018,18.62728,73.8388
1371,Taara Madan,Female,1995-05-31,Rasta Peth S.O,411011,18.5242,73.8578
1372,Rebecca Nigam,Female,1982-04-13,Airport S.O (Pune),411032,18.57956,73.88954
1373,Krisha Jana,Female,1994-09-13,Shivajinagar S.O (Pune),411005,18.520220000000002,73.84337
1374,Nirav Lata,Male,1993-02-02,Yerwada T.S. S.O,411006,18.54429,73.87986
1375,Mishka Dutta,Female,1992-01-07,Warje S.O,411058,18.48029,73.79853
1376,Adah Vish,Female,1988-02-05,Khondhwa KH B.O,411048,18.45756,73.89339
1377,Rohan Nagpal,Male,1986-05-05,A.R. Shala S.O,411004,18.518060000000002,73.83615
1378,Alisha Roy,Female,1994-10-14,Yamunanagar S.O,411044,18.60589,73.76143
1379,Sneha Ranga,Female,1986-10-01,Bibvewadi S.O,411037,18.48337,73.85561
1380,Ira Naran,Female,1983-12-15,Chinchwadga0n S.O,411033,18.55284,73.95387
1381,Avni Nath,Female,1998-07-26,Akurdi S.O,411035,18.76572,73.68905
1382,Neysa Rai,Female,1989-12-10,Mohamadwadi S.O,411060,18.47335,73.90957
1383,Raunak Kapoor,Male,1984-08-12,Masulkar Colony S.O,411018,18.63374,73.8129
1384,Taara Veer,Female,1995-06-06,Masulkar Colony S.O,411018,18.63374,73.8129
1385,Sarthak Rai,Male,1997-09-03,Guruwar Peth S.O,411042,18.505470000000003,73.85951
1386,Kairav Dutta,Male,1999-11-06,Kasarwadi S.O,411034,18.60373,73.82221
